#mm9.knownGene.name	mm9.knownGene.chrom	mm9.knownGene.txStart	mm9.knownGene.txEnd	mm9.kgXref.geneSymbol	mm9.knownToEnsembl.value
uc007dbn.2	chr1	157548823	157589157	Lhx4	ENSMUST00000027740
uc007dbo.1	chr1	157625284	157660029	Qsox1	ENSMUST00000035325
uc007dbp.1	chr1	157625284	157660029	Qsox1	ENSMUST00000035325
uc011wtx.1	chr1	157625284	157660029	Qsox1	ENSMUST00000035325
uc007dbq.1	chr1	157648576	157660029	Qsox1	ENSMUST00000140809
uc007dbr.1	chr1	157692093	157708503	mKIAA0480	ENSMUST00000138762
uc007dbs.2	chr1	157692093	157820385	Cep350	ENSMUST00000138762
uc011wty.1	chr1	157806849	157820385	Cep350	ENSMUST00000124495
uc011wtz.1	chr1	157851728	157881947	Tor1aip1	ENSMUST00000169241
uc007dbw.2	chr1	157851728	157883610	Tor1aip1	ENSMUST00000097527
uc007dbu.2	chr1	157851728	157883610	Tor1aip1	ENSMUST00000097527
uc007dbv.2	chr1	157851728	157883610	Lap1B	ENSMUST00000097528
uc011wua.1	chr1	157851728	157883610	Lap1B	ENSMUST00000097527
uc011wub.1	chr1	157882793	157900866	Tor1aip2	ENSMUST00000111754
uc007dbx.2	chr1	157882793	157915989	Tor1aip2	ENSMUST00000111757
uc007dby.2	chr1	157882856	157900866	Tor1aip2	ENSMUST00000111754
uc011wuc.1	chr1	157883262	157900866	Ifrg15	ENSMUST00000128941
uc007dcb.2	chr1	157887990	157900866	Tor1aip2	ENSMUST00000097526
uc007dca.2	chr1	157887990	157900866	Tor1aip2	ENSMUST00000065648
uc007dcc.2	chr1	157887990	157915989	Tor1aip2	ENSMUST00000060404
uc007dce.1	chr1	157923095	158135156	Fam163a	ENSMUST00000015628
uc007dcf.3	chr1	158185425	158232036	Tdrd5	ENSMUST00000121146
uc011wud.1	chr1	158185425	158233479	Tdrd5	ENSMUST00000121146
uc009uzx.2	chr1	158185425	158233737	Tdrd5	ENSMUST00000121146
uc007dch.1	chr1	158240865	158258166	Nphs2	ENSMUST00000027896
uc011wue.1	chr1	158295059	158328679	9430070O13Rik	ENSMUST00000027895
uc007dci.1	chr1	158295059	158330121	9430070O13Rik	ENSMUST00000027895
uc007dcj.1	chr1	158358238	158404459	Soat1	ENSMUST00000051396
uc007dck.1	chr1	158370280	158404459	Soat1	ENSMUST00000051396
uc011wuf.1	chr1	158488917	158579750	Abl2	ENSMUST00000166172
uc007dcl.2	chr1	158488917	158579750	Abl2	ENSMUST00000166172
uc011wug.1	chr1	158488917	158579750	Abl2	ENSMUST00000166172
uc007dcn.2	chr1	158583747	158604470	Tor3a	ENSMUST00000079625
uc011wuh.1	chr1	158585153	158604470	Tor3a	ENSMUST00000079625
uc007dco.2	chr1	158585457	158604470	Tor3a	ENSMUST00000156861
uc007dcp.1	chr1	158608701	158649041	Fam20b	ENSMUST00000086153
uc007dcq.1	chr1	158608701	158649041	Fam20b	ENSMUST00000122424
uc007dcr.1	chr1	158631772	158649041	Fam20b	ENSMUST00000147931
uc007dcs.2	chr1	158734296	158743699	Ralgps2	ENSMUST00000172057
uc011wui.1	chr1	158734296	158869518	Ralgps2	ENSMUST00000171292
uc007dcu.2	chr1	158734296	158869757	Ralgps2	ENSMUST00000165172
uc007dcv.2	chr1	158734296	158869757	Ralgps2	ENSMUST00000027886
uc007dcw.2	chr1	158734296	158869757	Ralgps2	ENSMUST00000063199
uc011wuj.1	chr1	158734296	158869757	Ralgps2	ENSMUST00000172057
uc007dcx.2	chr1	158734296	158869757	Ralgps2	ENSMUST00000027886
uc007dcy.2	chr1	158743211	158869757	Ralgps2	ENSMUST00000063199
uc007dcz.2	chr1	158746654	158869757	Ralgps2	ENSMUST00000063199
uc007dda.1	chr1	158749007	158868949	Ralgps2	ENSMUST00000171292
uc007ddb.2	chr1	158749007	158869757	Ralgps2	ENSMUST00000027886
uc007ddc.1	chr1	158769153	158775746	Angptl1	ENSMUST00000111720
uc007ddd.1	chr1	158769153	158791209	Angptl1	ENSMUST00000027885
uc007dde.1	chr1	159029277	159038776	1700057K13Rik	ENSMUST00000118207
uc007ddf.1	chr1	159029278	159038776	1700057K13Rik	ENSMUST00000118207
uc007ddg.2	chr1	159065313	159342726	Rasal2	ENSMUST00000078308
uc007ddh.2	chr1	159215114	159342726	Rasal2	ENSMUST00000143080
uc007ddi.1	chr1	159342482	159350367	2810025M15Rik	ENSMUST00000061537
uc007ddj.1	chr1	159388712	159418864	BC026585	ENSMUST00000046743
uc007ddk.1	chr1	159388712	159418864	BC026585	ENSMUST00000119891
uc007ddm.2	chr1	159436926	159498555	Sec16b	ENSMUST00000086130
uc007ddl.2	chr1	159436926	159498555	Sec16b	ENSMUST00000086130
uc007ddn.2	chr1	159456300	159498555	Sec16b	ENSMUST00000111700
uc007ddo.1	chr1	159465982	159492320	Sec16b	ENSMUST00000146873
uc007ddp.2	chr1	160175399	160286360	Fam5b	ENSMUST00000004133
uc007ddq.2	chr1	160175399	160286391	Fam5b	ENSMUST00000004133
uc007ddr.2	chr1	160292470	160540302	Astn1	ENSMUST00000170718
uc007dds.2	chr1	160292470	160609621	Astn1	ENSMUST00000046110
uc007ddt.2	chr1	160292470	160621917	Astn1	ENSMUST00000046110
uc007ddu.2	chr1	160292470	160621917	Astn1	ENSMUST00000046110
uc011wuk.1	chr1	160435755	160435864	Mir488	ENSMUST00000093595
uc007ddv.1	chr1	160641861	160887569	Pappa2	ENSMUST00000159861
uc007ddw.1	chr1	160758786	160765074	Pappa2	ENSMUST00000160206
uc007ddx.1	chr1	160897831	160910594	1600012P17Rik	ENSMUST00000062159
uc007ddy.1	chr1	161065527	161096518	AK016192	n/a
uc007ddz.1	chr1	161162456	161277711	Rfwd2	ENSMUST00000076894
uc011wul.1	chr1	161270437	161270555	Scarna3a	ENSMUST00000158911
uc007dea.2	chr1	161453899	161855053	Tnr	ENSMUST00000040797
uc007deb.2	chr1	161974510	162002913	4930523C07Rik	ENSMUST00000060298
uc007dec.2	chr1	161974510	162008717	4930523C07Rik	ENSMUST00000163892
uc007ded.1	chr1	162004865	162008049	4930562F07Rik	ENSMUST00000028061
uc007dee.2	chr1	162015162	162083706	Tnn	ENSMUST00000039178
uc007def.1	chr1	162125390	162131317	Mrps14	ENSMUST00000135680
uc007deg.1	chr1	162133051	162142908	Cacybp	ENSMUST00000014370
uc007deh.1	chr1	162149304	162281702	Rabgap1l	ENSMUST00000028052
uc007dei.2	chr1	162186702	162239246	mKIAA0471	ENSMUST00000086099
uc007dej.2	chr1	162186702	162723069	Rabgap1l	ENSMUST00000028049
uc011wum.1	chr1	162506798	162507884	Gpr52	ENSMUST00000028049
uc007dek.1	chr1	162602581	162723069	Rabgap1l	ENSMUST00000028048
uc007del.2	chr1	162836541	162905107	Rc3h1	ENSMUST00000161609
uc007dem.2	chr1	162908736	162933145	Serpinc1	ENSMUST00000064725
uc007deo.1	chr1	162938924	162964979	Zbtb37	ENSMUST00000064713
uc007dep.1	chr1	162938924	162964979	Zbtb37	ENSMUST00000064713
uc007deq.1	chr1	162947886	162964415	Zbtb37	ENSMUST00000172044
uc007der.1	chr1	162947886	162964415	Zbtb37	ENSMUST00000172044
uc007des.1	chr1	162947886	162964979	Zbtb37	ENSMUST00000162226
uc007det.1	chr1	162965296	162968168	Gas5	ENSMUST00000162558
uc007deu.1	chr1	162965296	162968668	Gas5	ENSMUST00000161229
uc007dev.1	chr1	162965296	162968668	Gas5	ENSMUST00000161229
uc011wun.1	chr1	162965296	162968668	Gas5	ENSMUST00000161229
uc007dew.1	chr1	162965296	162968668	Gas5	ENSMUST00000159663
uc007dex.1	chr1	162965882	162968668	Gas5	ENSMUST00000159890
uc011wuo.1	chr1	162968222	162968287	Snord47	ENSMUST00000083034
uc007dey.1	chr1	162970743	163000763	Dars2	ENSMUST00000035430
uc007dez.1	chr1	162975089	163000763	Dars2	ENSMUST00000162654
uc007dfc.2	chr1	163001022	163016474	Cenpl	ENSMUST00000111620
uc007dfe.2	chr1	163001022	163016474	Cenpl	ENSMUST00000028035
uc007dfa.2	chr1	163001022	163016474	Cenpl	ENSMUST00000111620
uc007dfb.2	chr1	163001022	163016474	Cenpl	ENSMUST00000143486
uc007dfd.2	chr1	163001022	163016474	Cenpl	ENSMUST00000143486
uc007dff.1	chr1	163018508	163061610	Klhl20	ENSMUST00000111611
uc007dfg.1	chr1	163018510	163061610	Klhl20	ENSMUST00000111611
uc007dfh.1	chr1	163026575	163061610	Klhl20	ENSMUST00000148952
uc007dfi.1	chr1	163037801	163061610	Klhl20	ENSMUST00000145736
uc007dfj.2	chr1	163072842	163100638	Ankrd45	ENSMUST00000111608
uc011wup.1	chr1	163086953	163089445	4930469G21Rik	ENSMUST00000135643
uc007dfl.1	chr1	163170242	163181297	Prdx6	ENSMUST00000071718
uc007dfm.1	chr1	163170242	163181297	Prdx6	ENSMUST00000071718
uc007dfn.2	chr1	163325568	163348337	Tnfsf4	ENSMUST00000028024
uc007dfo.2	chr1	163424787	163435421	Tnfsf18	ENSMUST00000086084
uc007dfp.1	chr1	163656083	163656808	AK181631	ENSMUST00000151268
uc007dfq.1	chr1	163656687	163656808	AK218564	ENSMUST00000151268
uc007dfr.1	chr1	163710819	163718626	Fasl	ENSMUST00000000834
uc007dfs.1	chr1	163710819	163718626	Fasl	ENSMUST00000000834
uc007dft.2	chr1	163746242	163806792	AI848100	ENSMUST00000048377
uc007dfv.1	chr1	163820578	163831044	AK135878	n/a
uc007dfw.1	chr1	163872221	163899272	AK016179	ENSMUST00000141397
uc007dfx.1	chr1	163899318	163903566	Pigc	ENSMUST00000111594
uc007dfy.1	chr1	163899318	163903566	Pigc	ENSMUST00000111594
uc007dfz.1	chr1	163912586	164225769	Dnm3	ENSMUST00000159763
uc007dga.2	chr1	163917432	164408165	Dnm3	ENSMUST00000086074
uc007dgb.2	chr1	163917432	164408165	Dnm3	ENSMUST00000086074
uc007dgc.1	chr1	163935099	163946616	AK013293	ENSMUST00000161583
uc007dgd.1	chr1	163936270	164225769	Dnm3	ENSMUST00000160665
uc007dge.1	chr1	163946583	164064883	Dnm3	ENSMUST00000161539
uc007dgf.1	chr1	164147753	164155681	Dnm3os	ENSMUST00000139662
uc007dgg.2	chr1	164248301	164408165	Dnm3	ENSMUST00000161155
uc007dgh.1	chr1	164463802	164478476	Mettl13	ENSMUST00000028017
uc011wuq.1	chr1	164463802	164478476	mKIAA0859	ENSMUST00000028017
uc007dgi.1	chr1	164471579	164478476	Mettl13	ENSMUST00000159255
uc007dgj.1	chr1	164473766	164478476	Mettl13	ENSMUST00000161760
uc007dgk.1	chr1	164500853	164525401	Vamp4	ENSMUST00000135241
uc007dgl.1	chr1	164500958	164529209	Vamp4	ENSMUST00000050010
uc007dgm.2	chr1	164569280	164579825	Myoc	ENSMUST00000028020
uc007dgn.2	chr1	164577373	164588350	7420461P10Rik	ENSMUST00000169439
uc007dgo.1	chr1	164601915	164608359	Bat2d	ENSMUST00000046632
uc007dgp.1	chr1	164601915	164628404	Bat2d	ENSMUST00000028016
uc007dgq.1	chr1	164601915	164628404	Prrc2c	ENSMUST00000028016
uc007dgr.1	chr1	164601915	164670687	Prrc2c	ENSMUST00000028016
uc007dgs.1	chr1	164634499	164670687	Prrc2c	ENSMUST00000046632
uc007dgt.1	chr1	164640413	164670687	Bat2d	ENSMUST00000046632
uc007dgu.1	chr1	164650022	164670687	Bat2l2	ENSMUST00000046646
uc007dgv.1	chr1	164724013	164742784	Fmo4	ENSMUST00000111525
uc007dgw.1	chr1	164732983	164743803	Fmo4	ENSMUST00000140031
uc007dgx.1	chr1	164759691	164796679	Fmo1	ENSMUST00000046049
uc007dgy.1	chr1	164763660	164790085	Fmo1	ENSMUST00000046049
uc007dgz.1	chr1	164805177	164816646	Fmo2	ENSMUST00000045902
uc007dha.1	chr1	164805177	164828517	Fmo2	ENSMUST00000045902
uc007dhb.1	chr1	164805177	164828843	Fmo2	ENSMUST00000045902
uc007dhc.1	chr1	164818208	164828843	Fmo2	ENSMUST00000156860
uc011wur.1	chr1	164846681	164867356	Fmo6	n/a
uc007dhd.1	chr1	164846681	164867646	Fmo6	n/a
uc007dhe.1	chr1	164883930	164914622	Fmo3	ENSMUST00000028010
uc007dhf.1	chr1	164893644	164914622	Fmo3	ENSMUST00000142759
uc007dhg.2	chr1	164954432	165015801	4921528O07Rik	ENSMUST00000096608
uc007dhh.1	chr1	165175249	165243781	Prrx1	ENSMUST00000075805
uc007dhi.1	chr1	165175249	165243781	Prrx1	ENSMUST00000027878
uc007dhj.1	chr1	165182996	165185357	AK038736	ENSMUST00000174397
uc007dhk.1	chr1	165185407	165243781	Prrx1	ENSMUST00000174397
uc007dhl.1	chr1	165315039	165333772	Gorab	ENSMUST00000045138
uc007dhm.1	chr1	165315039	165333772	Gorab	ENSMUST00000045138
uc007dhn.1	chr1	165315039	165333772	Gorab	ENSMUST00000045138
uc011wus.1	chr1	165633123	165655363	Mettl11b	ENSMUST00000159679
uc011wut.1	chr1	165633123	165655363	Mettl11b	ENSMUST00000160495
uc007dho.1	chr1	165709809	165847231	Kifap3	ENSMUST00000077642
uc007dhp.1	chr1	165747963	165847231	Kifap3	ENSMUST00000027877
uc011wuu.1	chr1	165859230	165885257	Scyl3	ENSMUST00000027876
uc007dhq.1	chr1	165860194	165885257	Scyl3	ENSMUST00000027876
uc007dhr.1	chr1	165860194	165885257	Scyl3	ENSMUST00000162234
uc007dhs.1	chr1	165876123	165920890	BC055324	ENSMUST00000097493
uc007dht.1	chr1	165881343	165885257	Scyl3	ENSMUST00000027876
uc007dhu.1	chr1	165884138	165924912	BC055324	ENSMUST00000045876
uc007dhv.1	chr1	165925045	165927374	2810422O20Rik	ENSMUST00000111490
uc007dhw.1	chr1	165925075	165927374	2810422O20Rik	ENSMUST00000045694
uc007dhx.1	chr1	165978364	165987808	Sele	ENSMUST00000027874
uc007dhy.2	chr1	165992206	166010916	Sell	ENSMUST00000027871
uc011wuv.1	chr1	165992206	166010916	Sell	ENSMUST00000097491
uc011wuw.1	chr1	165993183	166010916	Sell	ENSMUST00000027871
uc007dhz.1	chr1	166045394	166079875	Selp	ENSMUST00000162746
uc007dia.1	chr1	166053832	166079875	Selp	ENSMUST00000162746
uc007dib.1	chr1	166078721	166082348	AK149537	ENSMUST00000133341
uc007dic.1	chr1	166081989	166150405	F5	ENSMUST00000086040
uc007did.1	chr1	166179185	166195499	Slc19a2	ENSMUST00000044021
uc007die.1	chr1	166179185	166195499	Slc19a2	ENSMUST00000159230
uc007dif.2	chr1	166205728	166217978	4930455F23Rik	ENSMUST00000027867
uc007dig.1	chr1	166219930	166237615	Blzf1	ENSMUST00000027866
uc007dih.1	chr1	166219930	166237615	Blzf1	ENSMUST00000027866
uc007dii.2	chr1	166219930	166237615	Blzf1	ENSMUST00000027866
uc007dik.1	chr1	166237431	166279566	Nme7	ENSMUST00000086028
uc007dil.1	chr1	166237431	166310989	Nme7	ENSMUST00000027862
uc007din.2	chr1	166237431	166367427	Nme7	ENSMUST00000027862
uc007dim.2	chr1	166237431	166367427	Nme7	ENSMUST00000027862
uc007dio.2	chr1	166238190	166367427	Nme7	ENSMUST00000027862
uc007dip.1	chr1	166367397	166388486	Atp1b1	ENSMUST00000027863
uc007diq.1	chr1	166726862	166754397	Dpt	ENSMUST00000027861
uc007dir.1	chr1	166793263	166801569	AK042927	n/a
uc007dis.1	chr1	166861778	166865641	Xcl1	ENSMUST00000027860
uc007dit.1	chr1	166891051	166891530	AK006507	n/a
uc007diu.1	chr1	166891051	166892955	AK076808	n/a
uc007div.1	chr1	166994154	167022061	AK016251	n/a
uc007diw.1	chr1	167067983	167090904	Tbx19	ENSMUST00000027859
uc007dix.2	chr1	167104471	167124564	Sft2d2	ENSMUST00000043338
uc007diy.2	chr1	167104471	167124564	Sft2d2	ENSMUST00000043338
uc007diz.2	chr1	167142416	167167089	Tiprl	ENSMUST00000043235
uc007dja.1	chr1	167225896	167251982	Gpr161	ENSMUST00000111450
uc011wux.1	chr1	167225896	167251982	Gpr161	ENSMUST00000111450
uc011wuy.1	chr1	167232753	167251982	Gpr161	ENSMUST00000111450
uc007djb.2	chr1	167259631	167390594	Dcaf6	ENSMUST00000027856
uc007djc.1	chr1	167390767	167394782	AK008044	ENSMUST00000027853
uc007djd.1	chr1	167391338	167411345	Brp44	ENSMUST00000027853
uc007dje.1	chr1	167415313	167506535	Adcy10	ENSMUST00000148550
uc007djf.1	chr1	167415313	167506904	Adcy10	ENSMUST00000027852
uc011wuz.1	chr1	167415313	167506904	Adcy10	ENSMUST00000027852
uc011wva.1	chr1	167440041	167473458	Adcy10	ENSMUST00000111440
uc007djg.1	chr1	167522311	167531995	Mpzl1	ENSMUST00000111435
uc007djh.1	chr1	167522311	167564672	Mpzl1	ENSMUST00000111435
uc007dji.1	chr1	167522311	167564672	Mpzl1	ENSMUST00000068705
uc007djj.1	chr1	167579075	167638225	Rcsd1	ENSMUST00000040357
uc007djk.1	chr1	167579075	167638225	Rcsd1	ENSMUST00000097474
uc007djl.1	chr1	167634652	167639863	AK020768	ENSMUST00000097474
uc007djm.1	chr1	167693910	167705435	Creg1	ENSMUST00000111432
uc011wvb.1	chr1	167693910	167705435	Creg1	ENSMUST00000140769
uc007djn.2	chr1	167718811	167792243	Cd247	ENSMUST00000005907
uc007djo.2	chr1	167718811	167797567	Cd247	ENSMUST00000027849
uc007djq.2	chr1	167718811	167801284	Cd247	ENSMUST00000161971
uc007djp.2	chr1	167718811	167801284	Cd247	ENSMUST00000161971
uc007djr.2	chr1	167718811	167801284	Cd247	ENSMUST00000161971
uc007djs.1	chr1	167794785	167807407	Cd247	ENSMUST00000162411
uc007djt.1	chr1	167805604	167810606	Pou2f1	ENSMUST00000160908
uc011wvc.1	chr1	167805604	167810606	Pou2f1	ENSMUST00000160908
uc007dju.1	chr1	167805604	167822250	Pou2f1	ENSMUST00000160908
uc007djv.1	chr1	167805604	167847153	Pou2f1	ENSMUST00000160260
uc007djw.1	chr1	167805604	167865031	Pou2f1	ENSMUST00000111427
uc007djx.1	chr1	167805604	167865031	Pou2f1	ENSMUST00000069609
uc007djy.1	chr1	167805604	167932765	Pou2f1	ENSMUST00000160260
uc007djz.1	chr1	167805604	167932765	Pou2f1	ENSMUST00000160260
uc007dka.1	chr1	167805604	167932765	Pou2f1	ENSMUST00000160260
uc007dkb.1	chr1	167810057	167865031	Pou2f1	ENSMUST00000069609
uc007dkc.1	chr1	167810057	167865031	Pou2f1	ENSMUST00000111427
uc007dkd.1	chr1	167810057	167865031	Pou2f1	ENSMUST00000082225
uc007dke.1	chr1	167821418	167932765	Pou2f1	ENSMUST00000111429
uc007dkf.1	chr1	167861792	167932765	Oct-1	ENSMUST00000159212
uc007dkg.1	chr1	167861792	167932765	Oct-1	ENSMUST00000159212
uc007dkh.2	chr1	168028278	168058029	Dusp27	ENSMUST00000085992
uc007dki.2	chr1	168028278	168058029	Dusp27	ENSMUST00000085992
uc007dkj.1	chr1	168060590	168096641	Gpa33	ENSMUST00000060833
uc007dkk.1	chr1	168131515	168168875	Mael	ENSMUST00000038782
uc011wvd.1	chr1	168184269	168246963	Ildr2	ENSMUST00000111416
uc011wve.1	chr1	168184269	168246963	Ildr2	ENSMUST00000111416
uc011wvf.1	chr1	168184269	168246963	Ildr2	ENSMUST00000111416
uc011wvg.1	chr1	168184269	168246963	Ildr2	ENSMUST00000111416
uc011wvh.1	chr1	168184269	168246963	Ildr2	ENSMUST00000111416
uc011wvi.1	chr1	168184269	168246963	Ildr2	ENSMUST00000111416
uc011wvj.1	chr1	168184269	168246963	Ildr2	ENSMUST00000111416
uc007dkl.2	chr1	168309297	168314239	Tada1l	ENSMUST00000138284
uc007dkm.2	chr1	168309297	168323751	Tada1	ENSMUST00000027846
uc007dkn.2	chr1	168314753	168339959	Pogk	ENSMUST00000135673
uc007dkp.2	chr1	168323741	168339959	Pogk	ENSMUST00000111411
uc011wvk.1	chr1	168323741	168339959	Pogk	ENSMUST00000169324
uc007dko.2	chr1	168325527	168339959	Pogk	ENSMUST00000169324
uc011wvl.1	chr1	168413743	168427719	Gm4846	ENSMUST00000143922
uc011wvm.1	chr1	168559101	168577824	Gm4847	ENSMUST00000046662
uc007dkq.1	chr1	168592185	168611976	Fmo9	ENSMUST00000027843
uc011wvn.1	chr1	168592185	168611976	Fmo9	ENSMUST00000027843
uc007dkr.1	chr1	168904153	168929859	BC056189	ENSMUST00000143001
uc007dks.2	chr1	168931547	169021433	Fam78b	ENSMUST00000074640
uc011wvo.1	chr1	168931547	169021433	Fam78b	ENSMUST00000165874
uc007dkt.2	chr1	168931547	169021433	Fam78b	ENSMUST00000074640
uc007dku.1	chr1	169156216	169215258	Uck2	ENSMUST00000027839
uc007dkv.1	chr1	169238800	169264109	Tmco1	ENSMUST00000097473
uc007dkw.1	chr1	169260507	169260917	AK212965	n/a
uc007dkx.1	chr1	169280121	169298661	Aldh9a1	ENSMUST00000028004
uc007dky.1	chr1	169302514	169323928	Mgst3	ENSMUST00000028005
uc007dkz.1	chr1	169375805	169396911	Lrrc52	ENSMUST00000036643
uc007dla.2	chr1	169528492	169569754	Rxrg	ENSMUST00000015987
uc007dlb.2	chr1	169548395	169569754	Rxrg	ENSMUST00000111380
uc007dlc.1	chr1	169619688	169778864	Lmx1a	ENSMUST00000028003
uc007dld.1	chr1	170049494	170362389	Pbx1	ENSMUST00000170399
uc007dle.1	chr1	170083999	170362389	Pbx1	ENSMUST00000072863
uc007dlf.1	chr1	170083999	170362389	Pbx1	ENSMUST00000072863
uc011wvp.1	chr1	170083999	170362389	Pbx1	ENSMUST00000072863
uc007dlg.1	chr1	170138473	170362389	Pbx1	ENSMUST00000072863
uc007dlh.1	chr1	170266121	170267450	BC039791	ENSMUST00000064438
uc007dli.1	chr1	170354572	170362389	Pbx3	ENSMUST00000072863
uc007dlj.1	chr1	171428064	171461595	Nuf2	ENSMUST00000111368
uc007dlk.1	chr1	171428064	171461595	Nuf2	ENSMUST00000111368
uc007dll.1	chr1	171440249	171461595	Nuf2	ENSMUST00000111363
uc007dlm.1	chr1	171585631	171623657	Rgs5	ENSMUST00000027997
uc007dln.1	chr1	171671607	171677773	Rgs4	ENSMUST00000027991
uc007dlo.1	chr1	171859069	171864784	1700084C01Rik	ENSMUST00000094348
uc011wvq.1	chr1	171860049	171864784	1700084C01Rik	ENSMUST00000094348
uc007dlp.1	chr1	171879667	171899336	Hsd17b7	ENSMUST00000027989
uc007dlq.1	chr1	171885631	171899336	Hsd17b7	ENSMUST00000111353
uc007dlr.1	chr1	171899539	171902526	AK014032	ENSMUST00000131172
uc007dls.1	chr1	171899539	171902526	AK014177	ENSMUST00000131172
uc011wvr.1	chr1	171902437	172019075	Ddr2	ENSMUST00000170800
uc007dlu.2	chr1	171902437	172040690	Ddr2	ENSMUST00000170800
uc007dlv.1	chr1	172018925	172040861	Ddr2	ENSMUST00000027985
uc007dlw.1	chr1	172072133	172105077	Uap1	ENSMUST00000027981
uc007dlx.1	chr1	172072133	172105077	Uap1	ENSMUST00000111351
uc007dly.1	chr1	172072133	172105077	Uap1	ENSMUST00000111350
uc007dlz.1	chr1	172079801	172105077	Uap1	ENSMUST00000162253
uc007dma.1	chr1	172129386	172145524	Uhmk1	ENSMUST00000027979
uc007dmb.1	chr1	172163001	172181718	Sh2d1b2	ENSMUST00000162752
uc007dmc.1	chr1	172207454	172215793	Sh2d1b1	ENSMUST00000027984
uc011wvs.1	chr1	172228323	172236463	Gm7694	ENSMUST00000111345
uc007dmd.1	chr1	172238991	172242256	1700015E13Rik	ENSMUST00000056991
uc007dme.1	chr1	172247626	172259438	Nos1ap	ENSMUST00000160456
uc011wvt.1	chr1	172247626	172519980	Nos1ap	ENSMUST00000160456
uc007dmf.1	chr1	172254041	172487241	Nos1ap	ENSMUST00000160466
uc007dmg.1	chr1	172254041	172519980	Nos1ap	ENSMUST00000161966
uc007dmh.1	chr1	172302798	172519980	Nos1ap	ENSMUST00000159665
uc007dmi.2	chr1	172574662	172612920	Olfml2b	ENSMUST00000046792
uc007dmj.1	chr1	172634587	172797902	Atf6	ENSMUST00000027974
uc007dmk.1	chr1	172804318	172811245	Dusp12	ENSMUST00000163252
uc007dml.1	chr1	172804318	172815671	Dusp12	ENSMUST00000027970
uc007dmm.1	chr1	172804318	172815671	Dusp12	ENSMUST00000027970
uc007dmn.1	chr1	172804318	172815671	Dusp12	ENSMUST00000027970
uc007dmo.1	chr1	172810983	172815671	Dusp12	ENSMUST00000027970
uc007dmp.1	chr1	172837403	172843072	Fcrlb	ENSMUST00000094337
uc007dmq.2	chr1	172847724	172857714	Fcrla	ENSMUST00000046322
uc007dmr.2	chr1	172847724	172857714	Fcrla	ENSMUST00000046322
uc011wvu.1	chr1	172847724	172857714	Fcrla	ENSMUST00000046322
uc011wvv.1	chr1	172890688	172906178	Fcgr2b	ENSMUST00000027966
uc007dms.1	chr1	172890688	172906202	Fcgr2b	ENSMUST00000027966
uc007dmt.1	chr1	172890688	172906202	Fcgr2b	ENSMUST00000081103
uc007dmu.1	chr1	172890688	172906678	Fcgr2b	ENSMUST00000159969
uc007dmv.1	chr1	172894463	172906202	Fcgr2b	ENSMUST00000160106
uc007dmw.2	chr1	172949056	172959892	Fcgr4	ENSMUST00000078825
uc007dmy.2	chr1	172981299	172988183	Fcgr3	ENSMUST00000168817
uc011wvw.1	chr1	172981299	172989534	Fcgr3	ENSMUST00000164044
uc007dmz.2	chr1	172981299	172989534	Fcgr3	ENSMUST00000164044
uc007dna.1	chr1	173051791	173057098	1700009P17Rik	ENSMUST00000027959
uc007dnb.2	chr1	173059287	173080734	Sdhc	ENSMUST00000111336
uc007dnc.1	chr1	173080843	173091254	Mpz	ENSMUST00000070758
uc007dnd.1	chr1	173085650	173091254	Mpz	ENSMUST00000070758
uc009uzy.1	chr1	173103394	173126417	Pcp4l1	ENSMUST00000111332
uc007dne.1	chr1	173103394	173127166	Pcp4l1	ENSMUST00000111332
uc007dnf.1	chr1	173144100	173148975	Nr1i3	ENSMUST00000005820
uc011wvx.1	chr1	173144100	173148975	Nr1i3	ENSMUST00000005820
uc007dng.1	chr1	173144100	173148975	Nr1i3	ENSMUST00000005820
uc011wvy.1	chr1	173144100	173148975	Nr1i3	ENSMUST00000005820
uc007dnh.1	chr1	173144100	173149324	Nr1i3	ENSMUST00000152865
uc007dni.1	chr1	173147933	173152315	Tomm40l	ENSMUST00000111327
uc007dnj.1	chr1	173147933	173152645	Tomm40l	ENSMUST00000005817
uc007dnk.2	chr1	173155184	173156510	Apoa2	ENSMUST00000111321
uc007dnl.1	chr1	173159702	173164480	Fcer1g	ENSMUST00000079957
uc007dnm.1	chr1	173164990	173177243	Ndufs2	ENSMUST00000013737
uc011wvz.1	chr1	173164990	173177243	Ndufs2	ENSMUST00000136976
uc007dnn.1	chr1	173180552	173190053	Adamts4	ENSMUST00000111315
uc007dno.1	chr1	173182246	173190053	Adamts4	ENSMUST00000111314
uc007dnp.2	chr1	173200458	173207026	B4galt3	ENSMUST00000064272
uc007dnq.2	chr1	173200458	173207026	B4galt3	ENSMUST00000111313
uc007dnr.2	chr1	173200458	173207026	B4galt3	ENSMUST00000064272
uc007dns.1	chr1	173207122	173211317	Ppox	ENSMUST00000073120
uc011wwa.1	chr1	173212083	173218092	Usp21	ENSMUST00000065941
uc011wwb.1	chr1	173212083	173218092	Usp16	ENSMUST00000149187
uc007dnu.1	chr1	173213145	173215515	Usp21	ENSMUST00000111306
uc007dnv.2	chr1	173214593	173218092	Usp21	ENSMUST00000153164
uc007dnw.1	chr1	173218694	173225113	Ufc1	ENSMUST00000080001
uc007dny.2	chr1	173259275	173272632	Dedd	ENSMUST00000111300
